property
http://www.wikidata.org/entity/P6
http://www.wikidata.org/entity/P10
http://www.wikidata.org/entity/P14
http://www.wikidata.org/entity/P15
http://www.wikidata.org/entity/P16
http://www.wikidata.org/entity/P17
http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P19
http://www.wikidata.org/entity/P20
http://www.wikidata.org/entity/P21
http://www.wikidata.org/entity/P22
http://www.wikidata.org/entity/P25
http://www.wikidata.org/entity/P26
http://www.wikidata.org/entity/P27
http://www.wikidata.org/entity/P30
http://www.wikidata.org/entity/P31
http://www.wikidata.org/entity/P35
http://www.wikidata.org/entity/P36
http://www.wikidata.org/entity/P37
http://www.wikidata.org/entity/P38
http://www.wikidata.org/entity/P39
http://www.wikidata.org/entity/P40
http://www.wikidata.org/entity/P41
http://www.wikidata.org/entity/P47
http://www.wikidata.org/entity/P50
http://www.wikidata.org/entity/P51
http://www.wikidata.org/entity/P53
http://www.wikidata.org/entity/P54
http://www.wikidata.org/entity/P57
http://www.wikidata.org/entity/P58
http://www.wikidata.org/entity/P59
http://www.wikidata.org/entity/P61
http://www.wikidata.org/entity/P65
http://www.wikidata.org/entity/P66
http://www.wikidata.org/entity/P69
http://www.wikidata.org/entity/P78
http://www.wikidata.org/entity/P81
http://www.wikidata.org/entity/P84
http://www.wikidata.org/entity/P85
http://www.wikidata.org/entity/P86
http://www.wikidata.org/entity/P87
http://www.wikidata.org/entity/P88
http://www.wikidata.org/entity/P91
http://www.wikidata.org/entity/P92
http://www.wikidata.org/entity/P94
http://www.wikidata.org/entity/P97
http://www.wikidata.org/entity/P98
http://www.wikidata.org/entity/P101
http://www.wikidata.org/entity/P102
http://www.wikidata.org/entity/P103
http://www.wikidata.org/entity/P105
http://www.wikidata.org/entity/P106
http://www.wikidata.org/entity/P108
http://www.wikidata.org/entity/P109
http://www.wikidata.org/entity/P110
http://www.wikidata.org/entity/P111
http://www.wikidata.org/entity/P112
http://www.wikidata.org/entity/P113
http://www.wikidata.org/entity/P114
http://www.wikidata.org/entity/P115
http://www.wikidata.org/entity/P117
http://www.wikidata.org/entity/P118
http://www.wikidata.org/entity/P119
http://www.wikidata.org/entity/P121
http://www.wikidata.org/entity/P122
http://www.wikidata.org/entity/P123
http://www.wikidata.org/entity/P126
http://www.wikidata.org/entity/P127
http://www.wikidata.org/entity/P128
http://www.wikidata.org/entity/P129
http://www.wikidata.org/entity/P131
http://www.wikidata.org/entity/P135
http://www.wikidata.org/entity/P136
http://www.wikidata.org/entity/P137
http://www.wikidata.org/entity/P138
http://www.wikidata.org/entity/P140
http://www.wikidata.org/entity/P141
http://www.wikidata.org/entity/P143
http://www.wikidata.org/entity/P144
http://www.wikidata.org/entity/P149
http://www.wikidata.org/entity/P150
http://www.wikidata.org/entity/P154
http://www.wikidata.org/entity/P155
http://www.wikidata.org/entity/P156
http://www.wikidata.org/entity/P157
http://www.wikidata.org/entity/P158
http://www.wikidata.org/entity/P159
http://www.wikidata.org/entity/P161
http://www.wikidata.org/entity/P162
http://www.wikidata.org/entity/P163
http://www.wikidata.org/entity/P166
http://www.wikidata.org/entity/P167
http://www.wikidata.org/entity/P169
http://www.wikidata.org/entity/P170
http://www.wikidata.org/entity/P171
http://www.wikidata.org/entity/P172
http://www.wikidata.org/entity/P175
http://www.wikidata.org/entity/P176
http://www.wikidata.org/entity/P177
http://www.wikidata.org/entity/P178
http://www.wikidata.org/entity/P179
http://www.wikidata.org/entity/P180
http://www.wikidata.org/entity/P181
http://www.wikidata.org/entity/P183
http://www.wikidata.org/entity/P184
http://www.wikidata.org/entity/P185
http://www.wikidata.org/entity/P186
http://www.wikidata.org/entity/P189
http://www.wikidata.org/entity/P190
http://www.wikidata.org/entity/P193
http://www.wikidata.org/entity/P194
http://www.wikidata.org/entity/P195
http://www.wikidata.org/entity/P196
http://www.wikidata.org/entity/P197
http://www.wikidata.org/entity/P199
http://www.wikidata.org/entity/P200
http://www.wikidata.org/entity/P201
http://www.wikidata.org/entity/P205
http://www.wikidata.org/entity/P206
http://www.wikidata.org/entity/P207
http://www.wikidata.org/entity/P208
http://www.wikidata.org/entity/P209
http://www.wikidata.org/entity/P210
http://www.wikidata.org/entity/P212
http://www.wikidata.org/entity/P213
http://www.wikidata.org/entity/P214
http://www.wikidata.org/entity/P215
http://www.wikidata.org/entity/P217
http://www.wikidata.org/entity/P218
http://www.wikidata.org/entity/P219
http://www.wikidata.org/entity/P220
http://www.wikidata.org/entity/P221
http://www.wikidata.org/entity/P223
http://www.wikidata.org/entity/P225
http://www.wikidata.org/entity/P227
http://www.wikidata.org/entity/P229
http://www.wikidata.org/entity/P230
http://www.wikidata.org/entity/P231
http://www.wikidata.org/entity/P232
http://www.wikidata.org/entity/P233
http://www.wikidata.org/entity/P234
http://www.wikidata.org/entity/P235
http://www.wikidata.org/entity/P236
http://www.wikidata.org/entity/P237
http://www.wikidata.org/entity/P238
http://www.wikidata.org/entity/P239
http://www.wikidata.org/entity/P240
http://www.wikidata.org/entity/P241
http://www.wikidata.org/entity/P242
http://www.wikidata.org/entity/P243
http://www.wikidata.org/entity/P244
http://www.wikidata.org/entity/P245
http://www.wikidata.org/entity/P246
http://www.wikidata.org/entity/P247
http://www.wikidata.org/entity/P248
http://www.wikidata.org/entity/P249
http://www.wikidata.org/entity/P263
http://www.wikidata.org/entity/P264
http://www.wikidata.org/entity/P267
http://www.wikidata.org/entity/P268
http://www.wikidata.org/entity/P269
http://www.wikidata.org/entity/P270
http://www.wikidata.org/entity/P271
http://www.wikidata.org/entity/P272
http://www.wikidata.org/entity/P274
http://www.wikidata.org/entity/P275
http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P277
http://www.wikidata.org/entity/P278
http://www.wikidata.org/entity/P279
http://www.wikidata.org/entity/P281
http://www.wikidata.org/entity/P282
http://www.wikidata.org/entity/P286
http://www.wikidata.org/entity/P287
http://www.wikidata.org/entity/P289
http://www.wikidata.org/entity/P291
http://www.wikidata.org/entity/P296
http://www.wikidata.org/entity/P297
http://www.wikidata.org/entity/P298
http://www.wikidata.org/entity/P299
http://www.wikidata.org/entity/P300
http://www.wikidata.org/entity/P301
http://www.wikidata.org/entity/P303
http://www.wikidata.org/entity/P304
http://www.wikidata.org/entity/P305
http://www.wikidata.org/entity/P306
http://www.wikidata.org/entity/P344
http://www.wikidata.org/entity/P345
http://www.wikidata.org/entity/P347
http://www.wikidata.org/entity/P348
http://www.wikidata.org/entity/P349
http://www.wikidata.org/entity/P350
http://www.wikidata.org/entity/P351
http://www.wikidata.org/entity/P352
http://www.wikidata.org/entity/P353
http://www.wikidata.org/entity/P354
http://www.wikidata.org/entity/P355
http://www.wikidata.org/entity/P356
http://www.wikidata.org/entity/P358
http://www.wikidata.org/entity/P359
http://www.wikidata.org/entity/P493
http://www.wikidata.org/entity/P494
http://www.wikidata.org/entity/P495
http://www.wikidata.org/entity/P496
http://www.wikidata.org/entity/P497
http://www.wikidata.org/entity/P498
http://www.wikidata.org/entity/P500
http://www.wikidata.org/entity/P501
http://www.wikidata.org/entity/P502
http://www.wikidata.org/entity/P503
http://www.wikidata.org/entity/P504
http://www.wikidata.org/entity/P505
http://www.wikidata.org/entity/P506
http://www.wikidata.org/entity/P507
http://www.wikidata.org/entity/P508
http://www.wikidata.org/entity/P509
http://www.wikidata.org/entity/P511
http://www.wikidata.org/entity/P512
http://www.wikidata.org/entity/P514
http://www.wikidata.org/entity/P515
http://www.wikidata.org/entity/P516
http://www.wikidata.org/entity/P517
http://www.wikidata.org/entity/P518
http://www.wikidata.org/entity/P520
http://www.wikidata.org/entity/P521
http://www.wikidata.org/entity/P522
http://www.wikidata.org/entity/P523
http://www.wikidata.org/entity/P524
http://www.wikidata.org/entity/P525
http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P529
http://www.wikidata.org/entity/P530
http://www.wikidata.org/entity/P531
http://www.wikidata.org/entity/P532
http://www.wikidata.org/entity/P533
http://www.wikidata.org/entity/P534
